id,chapter,text,main_person,related_persons,strategy_type,strategy_method,event,keywords,summary
S268,第六十七回,操曰：“今张鲁占据汉中，为吾心腹之患，吾当亲率大军，前往汉中，平定张鲁，夺取汉中之地，以固吾关中、陇右之防。” 遂令夏侯渊、张郃为先锋，自领大军十万，前往汉中，攻打张鲁。,曹操,张鲁、张卫、杨松、庞德、夏侯渊、张郃、许褚、曹洪、徐晃、刘备、诸葛亮,权力控制,亲率十万大军前往汉中，以夏侯渊、张郃为先锋，攻打张鲁，平定汉中之地，巩固关中、陇右的边防，同时为后续攻打西川的刘备，建立前沿阵地,曹操亲率大军攻打汉中，平定张鲁,汉中、张鲁、平定汉中、巩固边防、权力控制,曹操为了消除占据汉中的张鲁这个心腹大患，巩固关中、陇右的边防，同时为后续攻打西川的刘备建立前沿阵地，决定亲自率领十万大军，以夏侯渊、张郃为先锋，前往汉中，攻打张鲁。曹操的大军一路势如破竹，很快就击败了张鲁的军队，张鲁最终开城归降，曹操成功平定了汉中之地，夺取了汉中的控制权，进一步巩固了自身在西北的统治，为后续的汉中之战，建立了前沿的军事阵地，牢牢掌控了西北的军事局势。
S269,第六十七回,操曰：“今汉中已平，吾当留大将镇守，以御刘备。” 遂令夏侯渊为征西将军，镇守汉中，张郃、徐晃为副将，分兵把守各处隘口，又令曹洪、夏侯惇，镇守长安、潼关，以固关中。,曹操,夏侯渊、张郃、徐晃、曹洪、夏侯惇、刘备、诸葛亮、张飞、赵云、黄忠、魏延,权力控制,平定汉中后，任命夏侯渊为征西将军镇守汉中，张郃、徐晃为副将，分兵把守各处隘口，同时令曹洪、夏侯惇镇守长安、潼关，巩固关中的边防，建立了抵御刘备的完整防御体系,曹操安排大将镇守汉中、关中，建立防御体系,汉中、夏侯渊、镇守、防御体系、抵御刘备、权力控制,曹操在平定汉中之后，为了抵御西川刘备的进攻，建立了完整的西北防御体系。他任命夏侯渊为征西将军，镇守汉中的核心重地，张郃、徐晃为副将，分兵把守汉中的各处隘口；同时又令曹洪、夏侯惇分别镇守长安、潼关，巩固关中的核心边防。这一部署，建立了从汉中到关中的完整防御体系，牢牢守住了西北的军事重地，为抵御刘备的北伐，做好了充分的军事准备，巩固了自身在北方的绝对统治。
S270,第六十七回,权曰：“今曹操率大军在汉中，合淝空虚，正是吾夺取合淝的大好时机。” 遂令鲁肃留守柴桑，自领大军十万，再次往合淝进发。,孙权,鲁肃、张昭、顾雍、吕蒙、甘宁、凌统、张辽、李典、乐进、曹操、刘备、诸葛亮,权力控制,趁曹操率领大军在汉中、合淝守备空虚的时机，亲率十万大军，再次前往合淝，试图夺取淮南重镇合淝，扩大江东的地盘，增强自身的军事实力与政治影响力,孙权亲率十万大军，再次攻打合淝,合淝、淮南重镇、攻打合淝、扩大江东地盘、权力控制,孙权得知曹操率领大军在汉中，与张鲁交战，合淝的守备空虚，认为这是夺取淮南重镇合淝的大好时机，于是决定亲自率领十万大军，再次前往合淝，试图一举夺取合淝，扩大江东的地盘，增强自身的军事实力与政治影响力，同时为江东建立更稳固的抵御曹操的前沿屏障，牢牢掌控淮南的军事局势。
S271,第六十七回,操曰：“今孙权率大军攻打合淝，合淝危急，吾当速发救兵，以保合淝无虞。” 遂令薛悌为使，前往合淝，送与张辽、李典、乐进锦囊妙计，令其依计而行，抵御孙权大军。,曹操,张辽、李典、乐进、薛悌、孙权、吕蒙、甘宁、凌统、刘备、诸葛亮,权力控制,得知孙权率领十万大军攻打合淝、合淝危急后，迅速派遣薛悌为使者，前往合淝，给张辽、李典、乐进送去锦囊妙计，令三人依计而行，抵御孙权的大军，保住合淝重镇,曹操给张辽等送锦囊妙计，抵御孙权大军,合淝、张辽、锦囊妙计、抵御孙权大军、权力控制,曹操在汉中得知孙权率领十万大军攻打合淝，合淝的守备空虚，情况危急，于是迅速做出部署，派遣薛悌为使者，星夜前往合淝，给镇守合淝的张辽、李典、乐进送去了锦囊妙计，详细部署了抵御孙权大军的策略，令三人依计而行。这一部署，为张辽等人大败孙权大军、保住合淝重镇，提供了核心的谋略支撑，牢牢守住了淮南的军事重地，巩固了自身在淮南的统治。
S272,第六十八回,操曰：“今孙权已被张辽击败，退回江东，吾当班师回许昌，整顿兵马，积蓄粮草，再图后计。” 遂令大军班师，回到许昌后，操大会文武百官，商议晋位魏王之事。,曹操,汉献帝、荀彧、程昱、贾诩、华歆、郗虑、刘备、孙权、诸葛亮,政治合法性,在张辽大败孙权大军、合淝之围已解后，率领大军班师回许昌，大会文武百官，商议晋位魏王之事，进一步提升自身的政治地位，为建立曹魏政权铺平道路,曹操班师回许昌，商议晋位魏王,晋位魏王、政治地位、曹魏政权、政治合法性,曹操在得知张辽率领合淝守军大败孙权的十万大军，孙权已经退回江东，合淝之围已经解除后，决定率领大军班师，返回许昌。回到许昌后，曹操大会文武百官，商议晋位魏王之事，试图进一步提升自身的政治地位，名正言顺地掌控朝廷的内外大权，为后续的建立曹魏政权、取代汉朝，铺平了政治道路，进一步巩固了自身的政治合法性与统治地位。
S273,第六十八回,操曰：“吾自起义兵以来，与国家除凶去害，扫清四海，削平天下，虽有功德，然未敢忘汉。今众文武欲吾晋位魏王，吾不敢不从。” 遂令华歆、郗虑，奏请汉献帝，晋封曹操为魏王，加九锡，帝不敢不从，遂降诏封曹操为魏王，加九锡。,曹操,汉献帝、华歆、郗虑、荀彧、程昱、贾诩、刘备、孙权、诸葛亮,政治合法性,令华歆、郗虑奏请汉献帝，晋封自己为魏王，加九锡，获得了仅次于皇帝的政治地位，名正言顺地掌控了朝廷的内外大权，为建立曹魏政权奠定了决定性的政治基础,汉献帝降诏封曹操为魏王，加九锡,魏王、加九锡、政治地位、曹魏政权、政治合法性,曹操在文武百官的拥戴之下，令华歆、郗虑前往皇宫，奏请汉献帝，晋封自己为魏王，加九锡。汉献帝在曹操的威压之下，不敢不从，于是正式降下诏命，封曹操为魏王，加九锡，赐予了曹操仅次于皇帝的政治地位与礼仪待遇。曹操也因此名正言顺地掌控了朝廷的内外大权，成为了汉朝的实际统治者，为后续的建立曹魏政权、取代汉朝，奠定了决定性的政治基础，获得了最高级别的政治合法性。
S274,第六十九回,操曰：“今耿纪、韦晃、金祎、吉邈、吉穆，五人欲谋反，谋害吾，吾当除之，以绝后患。” 遂令夏侯惇、许褚，引兵捉拿五人，尽皆斩首，灭其三族，又将朝廷内外，凡有反曹之心者，尽皆诛杀，死者数百人。,曹操,耿纪、韦晃、金祎、吉邈、吉穆、夏侯惇、许褚、汉献帝、华歆、郗虑、刘备、孙权,权力控制,以耿纪、韦晃等五人谋反、谋害自己为名，令夏侯惇、许褚引兵捉拿五人，尽皆斩首，灭其三族，同时大肆诛杀朝廷内外有反曹之心的文武百官，彻底清除了朝廷内部的反曹势力,曹操诛杀耿纪、韦晃等五人，清除反曹势力,耿纪韦晃、诛杀反曹势力、巩固朝廷掌控、权力控制,曹操得知耿纪、韦晃、金祎、吉邈、吉穆五人，联合朝廷内外的反曹势力，欲谋反诛杀自己，于是迅速做出部署，命令夏侯惇、许褚率领兵马，捉拿了五人，将五人全部斩首，灭其三族，同时在朝廷内外大肆搜捕，诛杀了所有有反曹之心的文武百官，死者多达数百人。这一铁血手段，彻底清除了朝廷内部的反曹核心势力，进一步巩固了自身对朝廷的绝对掌控，消除了来自朝廷内部的政治隐患，令朝廷内外的文武百官，再也不敢有反曹之心，牢牢掌控了汉朝的朝政大权。
S275,第七十回,玄德曰：“今曹操已平汉中，令夏侯渊、张郃镇守，欲图西川。吾当先发制人，令张飞、马超，引兵前往巴西，抵御张郃的进攻，同时令黄忠、赵云，引兵前往汉中，攻打夏侯渊，夺取汉中之地，以固西川之防。” 遂令张飞、马超为先锋，引兵往巴西；黄忠、赵云为后队，引兵往汉中。,刘备,诸葛亮、张飞、马超、黄忠、赵云、魏延、法正、曹操、夏侯渊、张郃、徐晃,权力控制,得知曹操平定汉中、令夏侯渊、张郃镇守，欲图西川后，决定先发制人，派遣张飞、马超率领兵马前往巴西，抵御张郃的进攻，同时派遣黄忠、赵云率领兵马前往汉中，攻打夏侯渊，试图夺取汉中之地，巩固西川的边防,刘备派遣张飞、马超、黄忠、赵云，分兵攻打汉中、巴西,汉中、巴西、张飞、马超、黄忠、赵云、攻打汉中、权力控制,刘备得知曹操已经平定了汉中，命令夏侯渊、张郃镇守汉中，随时准备攻打西川，为了巩固西川的边防，消除曹操的威胁，决定先发制人，做出了全面的军事部署：派遣张飞、马超为先锋，率领兵马前往巴西，抵御张郃的进攻；同时派遣黄忠、赵云为后队，率领兵马前往汉中，攻打夏侯渊，试图一举夺取汉中之地，将曹操的势力赶出汉中，巩固西川的核心边防，为后续的北伐中原、兴复汉室，建立前沿的军事阵地，牢牢掌控了西川与汉中的军事局势。
S276,第七十回,操曰：“今刘备令张飞、马超，攻打巴西，张郃战败，退守瓦口关，吾当速发救兵，以保瓦口关无虞。” 遂令曹洪为先锋，自领大军五万，前往汉中，救援张郃，抵御刘备的进攻。,曹操,张郃、曹洪、夏侯渊、徐晃、许褚、刘备、诸葛亮、张飞、马超、黄忠、赵云,权力控制,得知张郃在巴西被张飞、马超击败，退守瓦口关，瓦口关危急后，迅速任命曹洪为先锋，亲自率领五万大军前往汉中，救援张郃，抵御刘备的进攻，保住汉中之地,曹操亲率五万大军前往汉中，救援张郃,汉中、张郃、瓦口关、救援、抵御刘备、权力控制,曹操在得知张郃在巴西被张飞、马超击败，退守瓦口关，瓦口关的情况危急，刘备的大军已经逼近汉中的核心重地后，迅速做出部署，任命曹洪为先锋，亲自率领五万大军，前往汉中，救援张郃，抵御刘备的大军进攻，试图保住汉中之地，巩固自身在西北的统治，牢牢掌控汉中的军事局势，为后续的汉中之战，做好了充分的军事准备。
S277,第七十一回,孔明曰：“夏侯渊为人轻躁，恃勇少谋。可激劝士卒，拔寨前进，步步为营，诱渊来战而擒之：此乃‘反客为主’之计。” 黄忠用其计，步步为营，诱夏侯渊出战，最终斩夏侯渊于定军山。,诸葛亮,刘备、黄忠、赵云、夏侯渊、曹操,权力控制,定反客为主之计，令黄忠步步为营诱敌，斩杀夏侯渊，夺取定军山汉中核心阵地,诸葛亮定计斩夏侯渊，夺取定军山,定军山、夏侯渊、反客为主、汉中阵地、权力控制,诸葛亮针对夏侯渊轻躁恃勇的弱点，定下反客为主之计，令黄忠拔寨前进、步步为营，引诱夏侯渊出战，最终成功斩杀夏侯渊，夺取了汉中的核心重地定军山，为刘备夺取汉中全境奠定了决定性的基础，牢牢掌控了汉中之战的主动权。
S278,第七十一回,玄德闻斩了夏侯渊，大喜曰：“夏侯渊乃曹操心腹大将，今已被斩，曹操必亲率大军来争汉中，吾当亲往定军山，指挥诸将，以御曹操。” 遂率大军十万，往定军山进发，与黄忠、赵云合兵一处，分兵把守各处隘口。,刘备,诸葛亮、黄忠、赵云、夏侯渊、曹操,权力控制,亲率十万大军前往定军山，与黄忠、赵云合兵，分兵把守各处隘口，指挥汉中之战，巩固汉中阵地,刘备亲率大军到定军山，指挥汉中之战,定军山、汉中之战、亲率大军、巩固阵地、权力控制,刘备得知夏侯渊被斩杀、曹操必亲率大军来争汉中后，迅速率领十万大军前往定军山，与黄忠、赵云合兵一处，分兵把守汉中的各处险要隘口，亲自指挥汉中之战，巩固了已夺取的汉中阵地，为后续全面夺取汉中全境做好了充分的军事部署，牢牢掌控了汉中之战的全局。
S279,第七十一回,操闻渊死，放声大哭，曰：“夏侯渊与吾自幼相交，情同兄弟，今被黄忠所斩，吾必为其报仇！” 遂令张郃为先锋，自领大军二十万，星夜往汉中进发，来与刘备决战，试图夺回定军山。,曹操,夏侯渊、张郃、许褚、曹洪、徐晃、刘备、诸葛亮、黄忠、赵云,权力控制,得知夏侯渊战死后，亲率二十万大军星夜前往汉中，以张郃为先锋，与刘备决战，试图夺回定军山与汉中之地,曹操亲率二十万大军来汉中，欲夺回定军山,汉中、夏侯渊、亲率大军、决战刘备、权力控制,曹操得知心腹大将夏侯渊被黄忠斩杀、定军山失守后，放声大哭，为了给夏侯渊报仇，同时夺回汉中的核心重地，亲自率领二十万大军，以张郃为先锋，星夜前往汉中，与刘备的大军决战，试图夺回定军山与汉中之地，巩固自身在西北的统治，牢牢掌控汉中之战的主动权。
S280,第七十二回,孔明曰：“曹操虽来，无能为也。吾已有计，可令曹操不战自退。” 遂令赵云、黄忠，分兵两路，夜袭曹营，又令马超、魏延，分兵四路，埋伏于险要之处，只等曹兵至，便一齐杀出。曹兵被袭，军心大乱，自相践踏，死者无数。,诸葛亮,刘备、赵云、黄忠、马超、魏延、曹操、张郃、许褚、曹洪,权力控制,用疑兵之计，令赵云、黄忠夜袭曹营，马超、魏延设伏，扰乱曹军军心，智取汉中全境,诸葛亮用疑兵之计，夜袭曹营，智取汉中,疑兵之计、夜袭曹营、扰乱军心、智取汉中、权力控制,诸葛亮面对曹操率领的二十万大军，定下疑兵之计，命令赵云、黄忠分兵两路夜袭曹营，同时令马超、魏延分兵四路在险要处设伏，只等曹兵出动便一齐杀出。曹兵被夜袭后军心大乱，自相践踏，死者无数，多次被诸葛亮的疑兵之计扰乱，最终无法在汉中立足，诸葛亮成功智取了汉中全境，为刘备巩固了西川的北大门。
S281,第七十二回,操屯兵日久，欲要进兵，又被马超拒守；欲要收兵，又恐被蜀兵耻笑，心中犹豫不决。适庖官进鸡汤，操见碗中有鸡肋，因而有感于怀。正沉吟间，夏侯惇入帐，禀请夜间口号。操随口曰：“鸡肋！鸡肋！”…… 操因疑修谮害曹丕，愈恶之，今又惑乱军心，遂喝令刀斧手推出斩之，将首级号令于辕门外。,曹操,杨修、夏侯惇、张郃、许褚、曹洪、刘备、诸葛亮、马超,权力控制,以 “鸡肋” 为夜间口号，因杨修惑乱军心、谮害曹丕，下令斩杀杨修，稳定曹军军心，随后下令大军退出汉中，退回长安,曹操杀杨修，稳定军心，退出汉中,杨修、鸡肋、斩杀杨修、稳定军心、退出汉中、权力控制,曹操在汉中屯兵日久，进兵被马超拒守，收兵又恐被蜀兵耻笑，心中犹豫不决，以 “鸡肋” 为夜间口号。主簿杨修借机惑乱军心，又因之前多次谮害曹丕，早已被曹操厌恶，曹操于是下令斩杀杨修，将其首级号令于辕门外，彻底稳定了曹军的军心，随后下令大军全部退出汉中，退回长安，放弃了与刘备争夺汉中的企图。
S282,第七十二回,玄德闻曹操已退，大喜曰：“今曹操已退，汉中全境，尽为吾有矣！” 遂令诸葛亮、马超、魏延，分兵把守汉中各处隘口，又令张飞、赵云，镇守巴西、阆中，以固西川之防，汉中遂平。,刘备,诸葛亮、马超、魏延、张飞、赵云、曹操、张郃、许褚、曹洪,权力控制,曹操退出汉中后，下令诸葛亮、马超、魏延分兵把守汉中各处隘口，张飞、赵云镇守巴西、阆中，全面夺取并巩固汉中全境，建立北伐中原的前沿阵地,刘备全面夺取汉中全境，建立北伐前沿阵地,汉中全境、夺取汉中、北伐前沿阵地、权力控制,刘备得知曹操已经率领大军退出汉中后，大喜过望，下令诸葛亮、马超、魏延分兵把守汉中的各处险要隘口，同时令张飞、赵云镇守巴西、阆中，巩固西川的边防，全面夺取并巩固了汉中全境，建立了北伐中原、兴复汉室的前沿军事阵地，彻底消除了曹操对西川的军事威胁，牢牢掌控了西川与汉中的军事局势。
S283,第七十三回,玄德曰：“吾虽汉室宗亲，然未敢忘汉。今曹操篡汉之心已露，吾当进位汉中王，以安民心，以兴汉室。” 诸葛亮、马超、张飞、赵云、黄忠、魏延等文武百官，皆伏地拜曰：“主公仁德布于天下，功盖寰宇，当进位汉中王，以顺民心，以兴汉室。” 玄德再三推辞，众官再三恳请，玄德乃许之，遂于沔阳筑坛，进位汉中王。,刘备,诸葛亮、马超、张飞、赵云、黄忠、魏延、文武百官、曹操、汉献帝,政治合法性,在诸葛亮、马超等文武百官的拥戴下，于沔阳筑坛进位汉中王，建立蜀汉核心政权，提升兴复汉室的政治合法性,刘备进位汉中王，建立蜀汉核心政权,汉中王、沔阳筑坛、蜀汉政权、政治合法性、兴复汉室,刘备在全面夺取汉中全境后，在诸葛亮、马超、张飞、赵云等文武百官的一致拥戴下，于沔阳筑坛，正式进位汉中王，建立了蜀汉的核心政权。刘备以汉室宗亲的身份，进位汉中王，名正言顺地扛起了兴复汉室的大旗，极大地提升了自身的政治合法性，获得了西川、汉中军民的广泛拥戴，为后续的北伐中原、兴复汉室，奠定了坚实的政治基础。
S284,第七十三回,玄德进位汉中王，封关羽为前将军，张飞为右将军，马超为左将军，黄忠为后将军，赵云为翊军将军，是为五虎大将。又令关羽为荆州牧，镇守荆州，令其率领荆州大军，攻打襄阳、樊城，北伐曹操，以兴汉室。,刘备,关羽、张飞、马超、黄忠、赵云、诸葛亮、曹操、曹仁、于禁、庞德,权力控制,分封五虎大将，任命关羽为前将军、荆州牧，镇守荆州，令其率领荆州大军攻打襄阳、樊城，北伐曹操,刘备分封五虎大将，令关羽北伐曹操,五虎大将、关羽、荆州牧、北伐曹操、权力控制,刘备进位汉中王后，为了巩固蜀汉的军事力量，同时开启北伐中原、兴复汉室的大业，分封关羽、张飞、马超、黄忠、赵云为五虎大将，同时任命关羽为前将军、荆州牧，镇守荆州的核心重地，命令关羽率领荆州的大军，攻打襄阳、樊城，正式开启北伐曹操的军事行动，试图夺取中原之地，兴复汉室，牢牢掌控了蜀汉的军事部署与北伐的主动权。
S285,第七十三回,操闻玄德进位汉中王，大怒曰：“织席小儿，安敢如此！吾誓灭之！” 即时传令，尽起倾国之兵，赴两川与玄德决战。一人出班谏曰：“大王不可。今刘备进位汉中王，封五虎大将，荆州关羽必欲北伐，大王可遣使往东吴，说孙权，令其起兵，偷袭荆州，关羽必回救，大王再起兵伐之，可一举灭刘备。” 操视之，乃司马懿也。操大喜，遂令使者往东吴，说孙权起兵，共图关羽。,曹操,司马懿、刘备、关羽、孙权、诸葛亮、张飞、赵云、马超、黄忠,联盟外交,得知刘备进位汉中王后大怒，欲起兵伐蜀，采纳司马懿的计策，派遣使者前往东吴，游说孙权起兵偷袭荆州，共图关羽，试图令刘备首尾不能相顾，一举消灭刘备,曹操采纳司马懿计策，遣使东吴说孙权共图关羽,司马懿、游说孙权、偷袭荆州、共图关羽、联盟外交,曹操得知刘备进位汉中王、建立蜀汉核心政权后，勃然大怒，下令尽起倾国之兵，前往两川与刘备决战。司马懿出班劝谏，为曹操定下了联合孙权、共图关羽的计策，建议曹操派遣使者前往东吴，游说孙权起兵偷袭关羽的后方荆州，令关羽北伐的大军首尾不能相顾，曹操再趁机起兵伐蜀，可一举消灭刘备。曹操大喜，采纳了司马懿的计策，立即派遣使者前往东吴，游说孙权起兵，共同图谋关羽，试图以联盟外交的手段，彻底消灭刘备这个心腹大患，完成统一全国的大业。
S286,第七十四回,操闻于禁兵败，庞德被斩，关羽威震华夏，大惊曰：“关羽智勇双全，今据荆襄，如虎生翼，吾欲迁都，以避其锋芒。” 一人出班谏曰：“大王不可。于禁等兵败，乃水势所淹，非战之罪也，于国家大计，未有所损。今刘备、孙权，外亲内疏，关羽得志，孙权必不愿也。大王可遣使往东吴，许以江南之地，令孙权起兵，偷袭关羽之后，关羽必回救，樊城之围自解矣。” 操视之，乃司马懿也。操大喜，遂令使者往东吴，许以江南之地，令孙权起兵，偷袭荆州。,曹操,司马懿、于禁、庞德、关羽、孙权、刘备、诸葛亮、曹仁、满宠,联盟外交,得知于禁兵败、关羽威震华夏后大惊，欲迁都避关羽锋芒，再次采纳司马懿的计策，派遣使者前往东吴，许以江南之地，游说孙权起兵偷袭荆州，令关羽回救，解樊城之围,曹操再次采纳司马懿计策，遣使东吴许以江南之地，令孙权偷袭荆州,司马懿、迁都避锋芒、许以江南之地、游说孙权、偷袭荆州、联盟外交,曹操得知于禁兵败、庞德被斩、关羽威震华夏后，大惊失色，甚至想要迁都以避关羽的锋芒。司马懿再次出班劝谏，为曹操定下了再次联合孙权的计策，建议曹操派遣使者前往东吴，许以江南之地，游说孙权起兵偷袭关羽的后方荆州，令关羽的北伐大军首尾不能相顾，必然回救荆州，樊城之围自然可解。曹操大喜，再次采纳了司马懿的计策，立即派遣使者前往东吴，许以江南之地，游说孙权起兵，偷袭荆州，试图以联盟外交的手段，彻底瓦解关羽的北伐大军，消除关羽的威胁，巩固自身在中原的统治。
S287,第七十四回,权曰：“今关羽北伐，威震华夏，曹操遣使许以江南之地，令吾起兵，偷袭荆州，此乃天赐良机，夺取荆州，以固江东。” 吕蒙曰：“关羽恃勇骄矜，今北伐曹操，荆州守备空虚，吾愿率大军，偷袭荆州，为大王夺取荆州之地。” 权大喜，遂令吕蒙为大都督，总领江东水陆兵马，准备起兵，偷袭荆州。,孙权,吕蒙、陆逊、曹操、关羽、刘备、诸葛亮、张昭、顾雍,联盟外交,得知曹操遣使许以江南之地，令其起兵偷袭荆州后，决定与曹操联合，任命吕蒙为大都督，总领江东水陆兵马，准备起兵偷袭荆州，夺取关羽的后方之地，巩固江东的西部边防,孙权决定与曹操联合，任命吕蒙为大都督，准备偷袭荆州,吕蒙、大都督、偷袭荆州、与曹操联合、巩固江东边防、联盟外交,孙权得知曹操派遣使者前来，许以江南之地，令自己起兵偷袭关羽的后方荆州后，认为这是夺取荆州、巩固江东西部边防的天赐良机，于是决定与曹操联合，共同图谋关羽。孙权任命吕蒙为大都督，总领江东的全部水陆兵马，准备起兵，偷袭荆州，夺取关羽的后方之地，彻底消除关羽对江东的军事威胁，巩固江东的统治，牢牢掌控了江东的军事部署与政治主动权。
S288,第七十五回,权闻吕蒙已夺取荆州，大喜曰：“荆州乃江东门户，今已为吾所有，江东无虞矣！” 遂令诸葛瑾为使，前往江陵，安抚荆州百姓，又令潘璋、马忠，引军五千，前往临沮，埋伏于险要之处，只等关羽回救，便擒获之。,孙权,吕蒙、诸葛瑾、潘璋、马忠、关羽、曹操、刘备、诸葛亮、陆逊,权力控制,得知吕蒙夺取荆州后，令诸葛瑾为使前往江陵安抚荆州百姓，又令潘璋、马忠引军五千前往临沮险要处埋伏，准备擒获回救荆州的关羽，全面巩固对荆州的统治,孙权令诸葛瑾安抚荆州百姓，令潘璋马忠埋伏擒关羽,荆州、安抚百姓、埋伏擒关羽、巩固荆州统治、权力控制,孙权得知吕蒙已经成功夺取荆州的核心重镇江陵、公安后，大喜过望，认为荆州是江东的西部门户，如今已经为东吴所有，江东再也没有了来自上游的军事威胁。孙权于是下令，令诸葛瑾为使者，前往江陵，安抚荆州的百姓，稳定荆州的民心，同时令潘璋、马忠率领五千大军，前往临沮的险要之处埋伏，只等关羽率领北伐的大军回救荆州，便一举擒获关羽，彻底消除关羽的威胁，全面巩固东吴对荆州的统治，牢牢掌控了荆州的政治与军事局势。
S289,第七十六回,操闻荆州已被东吴夺取，关羽必回救，樊城之围自解，大喜曰：“今荆州已失，关羽必回救，樊城之围，不战自解矣！” 遂令徐晃为先锋，自领大军五万，前往樊城，救援曹仁，大战关羽。,曹操,徐晃、曹仁、满宠、关羽、孙权、吕蒙、刘备、诸葛亮、张郃、许褚,权力控制,得知荆州被东吴夺取、关羽必回救后，令徐晃为先锋，自领五万大军前往樊城救援曹仁，大战关羽，令关羽首尾不能相顾，最终击败关羽,曹操令徐晃为先锋，自领大军救援樊城，大战关羽,樊城、徐晃、救援曹仁、大战关羽、击败关羽、权力控制,曹操得知荆州已经被东吴吕蒙夺取、关羽的后方已经失守，关羽必然会率领北伐的大军回救荆州，樊城之围不战自解后，大喜过望，立即下令，令徐晃为先锋，自己亲自率领五万大军，前往樊城，救援被关羽围困的曹仁，与关羽的大军展开决战。曹操的大军与关羽的大军在沔水展开大战，关羽的大军得知荆州失守后，军心大乱，被徐晃的大军击败，关羽被迫率领残部退往襄阳，樊城之围彻底解除，曹操牢牢掌控了中原的军事局势，彻底消除了关羽对中原的军事威胁。
S290,第七十六回,权曰：“今关羽已被困于麦城，吾当令诸葛瑾为使，前往麦城，劝降关羽，若其肯降，可免一死，若其不降，吾当擒而斩之。” 遂令诸葛瑾为使，前往麦城，劝降关羽。诸葛瑾至麦城，见关羽，曰：“今将军已被困于麦城，外无救兵，内无粮草，不如早降，吴侯必重用将军。” 关羽大怒曰：“吾乃汉寿亭侯，受汉中王厚恩，岂肯降汝吴狗乎！” 遂令左右，将诸葛瑾赶出麦城。,孙权,诸葛瑾、关羽、关平、廖化、周仓、吕蒙、潘璋、马忠、刘备、诸葛亮,联盟外交,得知关羽被困于麦城后，令诸葛瑾为使前往麦城，劝降关羽，试图以和平的方式收服关羽，若关羽不降，再下令擒斩,孙权令诸葛瑾前往麦城劝降关羽，关羽拒绝,麦城、劝降关羽、诸葛瑾、关羽拒绝投降、联盟外交,孙权得知关羽已经被自己的大军团团围困于麦城，外无救兵、内无粮草，陷入了绝境之中后，决定先礼后兵，令与诸葛亮有兄弟之亲的诸葛瑾为使者，前往麦城，劝降关羽。孙权试图以和平的方式，收服关羽这位当世猛将，若关羽肯投降，便免其一死，重用关羽；若关羽不肯投降，再下令擒斩关羽。诸葛瑾来到麦城，面见关羽，劝说关羽早降，吴侯必然重用关羽。关羽听后大怒，声称自己是汉寿亭侯，受汉中王刘备的厚恩，岂肯投降东吴，于是命令左右，将诸葛瑾赶出了麦城，彻底拒绝了孙权的劝降。
S291,第七十七回,关羽见救兵不至，粮草已尽，遂令关平、周仓，坚守麦城，自率二百余骑，从北门突围，往临沮而去。行至临沮，潘璋、马忠，引军埋伏于险要之处，一声炮响，伏兵齐出，关羽的坐骑，被马忠的绊马索绊倒，关羽翻身落马，被马忠擒获，关平也被潘璋擒获。权闻关羽已被擒获，大喜曰：“今关羽已被擒，荆州全境，尽为吾有矣！” 遂令将关羽、关平，推出斩之。,孙权,吕蒙、潘璋、马忠、关羽、关平、周仓、诸葛瑾、曹操、刘备、诸葛亮,权力控制,得知关羽从麦城突围后，令潘璋、马忠在临沮险要处埋伏，擒获关羽、关平，随后下令将二人斩首，彻底消除关羽的威胁，全面夺取荆州全境,孙权令潘璋马忠擒获关羽，下令斩杀关羽关平,临沮、擒获关羽、斩杀关羽关平、夺取荆州全境、权力控制,孙权得知关羽拒绝劝降，从麦城北门突围，率领二百余骑往临沮而去后，立即下令，令潘璋、马忠率领大军，在临沮的险要之处埋伏，只等关羽到来，便一举擒获。关羽率领残部行至临沮，潘璋、马忠的伏兵齐出，关羽的坐骑被马忠的绊马索绊倒，关羽翻身落马，被马忠擒获，关平也被潘璋擒获。孙权得知关羽已经被擒获后，大喜过望，认为如今关羽已经被擒，荆州全境尽为东吴所有，彻底消除了关羽对江东的威胁，于是下令，将关羽、关平二人推出斩首，全面巩固了东吴对荆州的统治，牢牢掌控了荆州的政治与军事局势。
